aerolinea,origen,destino,retraso,distancia_km,fecha_partida,dia_semana,hora_salida,Time,fecha_hora_clima,temperatura,velocidad_viento,precipitacion,visibilidad
EV,ATL,CHO,0,1186.6666,2018-12-16 20:35:00,4,20:35:00,1235,2018-12-16 20:00:00,12.2,21.9,0.0,6000
YV,CLT,GSO,1,680.0,2018-12-05 11:29:00,6,11:29:00,689,2018-12-05 11:00:00,4.4,6.1,0.0,6000
XE,DAY,CLE,0,706.6667,2018-12-06 17:20:00,2,17:20:00,1040,2018-12-06 17:00:00,3.0,21.7,0.0,6000
DL,JAX,ATL,1,1186.6666,2018-12-19 08:30:00,5,08:30:00,510,2018-12-19 08:00:00,7.4,6.5,0.0,6000
CO,IAH,LAX,1,3000.0,2018-12-07 15:40:00,5,15:40:00,940,2018-12-07 15:00:00,18.9,10.7,0.7,5000
WN,STL,PHL,1,1733.3334,2018-12-17 16:10:00,2,16:10:00,970,2018-12-17 16:00:00,4.2,8.5,0.0,10000
DL,MSN,MSP,0,1000.0,2018-12-30 06:55:00,4,06:55:00,415,2018-12-30 06:00:00,-8.4,15.3,0.0,9000
WN,SAN,SMF,1,1266.6666,2018-12-16 13:40:00,7,13:40:00,820,2018-12-16 13:00:00,8.9,10.5,0.0,10000
MQ,MSP,ORD,1,1266.6666,2018-12-30 13:00:00,7,13:00:00,780,2018-12-30 13:00:00,-7.2,9.8,0.0,6000
WN,MCO,BHM,0,1266.6666,2018-12-19 08:20:00,5,08:20:00,500,2018-12-19 08:00:00,8.4,9.6,0.0,9000
MQ,TXK,DFW,0,800.0,2018-12-20 10:55:00,3,10:55:00,655,2018-12-20 10:00:00,9.1,15.2,0.2,6000
WN,DEN,MSP,1,1666.6666,2018-12-17 10:20:00,4,10:20:00,620,2018-12-17 10:00:00,-2.0,10.6,0.0,10000
MQ,MIA,MEM,0,2066.6667,2018-12-22 20:40:00,1,20:40:00,1240,2018-12-22 20:00:00,19.6,9.4,0.0,6000
MQ,DFW,MGM,1,1400.0,2018-12-04 14:45:00,5,14:45:00,885,2018-12-04 14:00:00,0.2,5.2,0.0,10000
EV,ATL,MGM,0,720.0,2018-12-30 12:50:00,4,12:50:00,770,2018-12-30 12:00:00,9.7,10.5,0.4,6000
OO,ATL,DEN,0,2853.3333,2018-12-31 08:57:00,6,08:57:00,537,2018-12-31 08:00:00,12.8,15.2,0.0,6000
WN,TUL,HOU,1,1266.6666,2018-12-15 17:35:00,7,17:35:00,1055,2018-12-15 17:00:00,6.3,13.2,0.0,10000
WN,HOU,SAT,1,733.3333,2018-12-22 15:05:00,1,15:05:00,905,2018-12-22 15:00:00,16.5,18.3,0.0,10000
AS,OGG,SAN,0,4160.0,2018-12-01 14:20:00,2,14:20:00,860,2018-12-01 14:00:00,21.5,7.3,0.5,5000
EV,FLO,ATL,1,1066.6666,2018-12-23 16:39:00,3,16:39:00,999,2018-12-23 16:00:00,10.6,7.1,0.0,10000
EV,ATL,OMA,1,2080.0,2018-12-13 08:36:00,1,08:36:00,516,2018-12-13 08:00:00,3.5,9.0,0.0,6000
AA,LAX,OGG,0,4800.0,2018-12-16 17:15:00,3,17:15:00,1035,2018-12-16 17:00:00,13.6,5.4,0.0,10000
UA,BDL,IAD,0,1213.3334,2018-12-07 06:00:00,1,06:00:00,360,2018-12-07 06:00:00,-0.2,9.6,0.0,9000
UA,LAS,IAD,0,3586.6667,2018-12-02 08:01:00,1,08:01:00,481,2018-12-02 08:00:00,7.9,1.5,0.0,6000
US,SFO,PHX,0,1520.0,2018-12-25 20:55:00,1,20:55:00,1255,2018-12-25 20:00:00,13.1,15.4,0.0,10000
DL,ATL,LGA,0,2040.0,2018-12-27 08:40:00,3,08:40:00,520,2018-12-27 08:00:00,6.8,22.0,0.1,6000
MQ,LGA,RDU,1,1466.6666,2018-12-18 16:00:00,7,16:00:00,960,2018-12-18 16:00:00,0.2,26.1,0.0,10000
OO,DEN,LNK,1,1066.6666,2018-12-19 10:12:00,3,10:12:00,612,2018-12-19 10:00:00,6.9,23.6,0.0,6000
WN,FLL,ISP,1,2200.0,2018-12-21 11:00:00,6,11:00:00,660,2018-12-21 11:00:00,19.3,24.0,0.0,9000
WN,SJC,ONT,0,933.3333,2018-12-01 07:05:00,1,07:05:00,425,2018-12-01 07:00:00,8.2,7.2,0.0,10000
OO,SPI,ORD,0,800.0,2018-12-23 06:00:00,2,06:00:00,360,2018-12-23 06:00:00,-2.3,8.2,0.0,10000
OO,MOD,SFO,0,440.0,2018-12-31 20:21:00,7,20:21:00,1221,2018-12-31 20:00:00,11.5,20.5,0.0,10000
AA,LAX,JFK,1,4426.6665,2018-12-14 09:20:00,3,09:20:00,560,2018-12-14 09:00:00,10.7,14.9,0.0,6000
DL,ATL,LGA,1,1986.6666,2018-12-13 09:40:00,4,09:40:00,580,2018-12-13 09:00:00,3.8,7.8,0.0,6000
UA,MSY,LAX,0,3520.0,2018-12-08 07:25:00,4,07:25:00,445,2018-12-08 07:00:00,15.2,21.3,0.0,6000
OH,LGA,JAX,1,2346.6667,2018-12-10 13:55:00,4,13:55:00,835,2018-12-10 13:00:00,-1.5,14.1,0.0,10000
DL,SLC,SAN,1,1600.0,2018-12-31 08:40:00,3,08:40:00,520,2018-12-31 08:00:00,-4.8,2.2,0.1,4000
CO,HNL,LAX,0,4466.6665,2018-12-05 14:50:00,5,14:50:00,890,2018-12-05 14:00:00,22.5,16.6,0.0,10000
OO,OMA,ORD,0,1213.3334,2018-12-07 19:11:00,2,19:11:00,1151,2018-12-07 19:00:00,-4.4,11.5,0.0,10000
WN,SMF,SAN,1,1133.3334,2018-12-31 20:05:00,7,20:05:00,1205,2018-12-31 20:00:00,11.2,27.9,0.0,10000
US,MIA,PHL,0,2240.0,2018-12-17 07:50:00,7,07:50:00,470,2018-12-17 07:00:00,16.6,13.0,0.0,9000
EV,STL,DCA,1,1626.6666,2018-12-28 19:55:00,3,19:55:00,1195,2018-12-28 19:00:00,3.3,18.4,0.0,10000
CO,IAH,LGA,1,2600.0,2018-12-22 18:45:00,7,18:45:00,1125,2018-12-22 18:00:00,21.1,23.2,0.0,6000
WN,PDX,BOI,1,866.6667,2018-12-28 16:00:00,5,16:00:00,960,2018-12-28 16:00:00,4.8,3.8,0.3,6000
WN,DAL,HOU,1,866.6667,2018-12-09 17:30:00,2,17:30:00,1050,2018-12-09 17:00:00,5.2,18.5,0.0,6000
DL,ATL,JFK,1,1800.0,2018-12-26 07:30:00,4,07:30:00,450,2018-12-26 07:00:00,5.3,6.5,0.0,10000
9E,CAK,DTW,1,933.3333,2018-12-30 13:33:00,3,13:33:00,813,2018-12-30 13:00:00,-1.4,11.6,0.0,8000
DL,ATL,FLL,1,1520.0,2018-12-02 11:10:00,3,11:10:00,670,2018-12-02 11:00:00,17.4,12.1,1.0,4000
AA,ORD,LAX,1,3666.6667,2018-12-09 20:15:00,7,20:15:00,1215,2018-12-09 20:00:00,1.1,6.8,0.0,10000
MQ,ORD,EWR,0,1733.3334,2018-12-10 11:20:00,1,11:20:00,680,2018-12-10 11:00:00,-7.5,6.5,0.0,10000
OO,SFO,SLC,0,1360.0,2018-12-05 18:39:00,1,18:39:00,1119,2018-12-05 18:00:00,10.8,9.4,0.1,6000
US,CLT,JFK,0,1520.0,2018-12-18 22:09:00,6,22:09:00,1329,2018-12-18 22:00:00,8.0,7.3,0.0,10000
CO,EWR,LAX,1,4880.0,2018-12-03 18:15:00,7,18:15:00,1095,2018-12-03 18:00:00,12.1,24.6,0.0,8000
AS,DFW,SEA,0,3560.0,2018-12-07 07:00:00,7,07:00:00,420,2018-12-07 07:00:00,9.0,11.9,0.0,6000
MQ,DFW,CRP,0,1000.0,2018-12-18 22:35:00,3,22:35:00,1355,2018-12-18 22:00:00,15.1,13.9,0.0,10000
US,TPA,PHX,0,3706.6667,2018-12-28 17:30:00,2,17:30:00,1050,2018-12-28 17:00:00,26.0,24.5,0.1,6000
US,LGA,DCA,0,893.3333,2018-12-14 13:00:00,7,13:00:00,780,2018-12-14 13:00:00,3.8,10.1,0.0,6000
US,CLT,MIA,0,1666.6666,2018-12-25 18:00:00,1,18:00:00,1080,2018-12-25 18:00:00,9.2,6.3,0.0,10000
FL,LAS,MKE,0,2773.3333,2018-12-11 07:10:00,2,07:10:00,430,2018-12-11 07:00:00,9.4,7.6,0.0,6000
XE,CLE,MIA,1,2360.0,2018-12-19 08:35:00,3,08:35:00,515,2018-12-19 08:00:00,-1.4,13.3,0.0,9000
XE,CLT,CLE,1,1173.3334,2018-12-10 14:32:00,6,14:32:00,872,2018-12-10 14:00:00,1.1,20.1,1.4,3000
WN,ONT,OAK,1,1000.0,2018-12-14 21:00:00,1,21:00:00,1260,2018-12-14 21:00:00,19.4,4.0,0.0,6000
OH,JFK,SYR,0,1226.6666,2018-12-31 21:45:00,7,21:45:00,1305,2018-12-31 21:00:00,5.9,17.4,0.7,5000
XE,STL,IAH,1,1720.0,2018-12-17 17:55:00,7,17:55:00,1075,2018-12-17 17:00:00,5.9,7.1,0.0,10000
OO,SLC,DEN,0,1240.0,2018-12-08 06:00:00,6,06:00:00,360,2018-12-08 06:00:00,-1.8,1.0,0.0,8000
B6,JFK,PWM,0,986.6667,2018-12-02 22:20:00,5,22:20:00,1340,2018-12-02 22:00:00,13.8,13.9,0.1,6000
FL,SJU,MCO,0,2626.6667,2018-12-11 07:00:00,5,07:00:00,420,2018-12-11 07:00:00,23.2,5.6,0.0,10000
XE,IAH,OKC,0,1066.6666,2018-12-02 10:20:00,2,10:20:00,620,2018-12-02 10:00:00,11.4,7.5,0.0,10000
FL,ATL,HOU,1,1853.3334,2018-12-16 15:00:00,3,15:00:00,900,2018-12-16 15:00:00,9.4,17.8,0.0,6000
FL,RSW,MDW,0,2320.0,2018-12-03 17:15:00,6,17:15:00,1035,2018-12-03 17:00:00,28.5,20.7,0.1,6000
WN,MDW,PHX,1,3200.0,2018-12-24 20:00:00,7,20:00:00,1200,2018-12-24 20:00:00,0.6,9.1,0.0,8000
YV,SDF,CLT,0,1146.6666,2018-12-02 06:45:00,2,06:45:00,405,2018-12-02 06:00:00,14.3,17.4,0.0,10000
US,LGA,BOS,0,1000.0,2018-12-14 09:00:00,4,09:00:00,540,2018-12-14 09:00:00,3.3,9.7,0.0,9000
US,CLT,RSW,1,1560.0,2018-12-24 16:25:00,3,16:25:00,985,2018-12-24 16:00:00,7.4,13.7,0.0,10000
9E,MEM,DSM,0,1333.3334,2018-12-07 14:25:00,5,14:25:00,865,2018-12-07 14:00:00,4.6,14.2,0.2,6000
WN,SMF,PDX,1,1200.0,2018-12-23 16:00:00,3,16:00:00,960,2018-12-23 16:00:00,7.7,5.9,0.0,6000
OO,IDA,SLC,0,680.0,2018-12-15 13:30:00,5,13:30:00,810,2018-12-15 13:00:00,-1.0,17.1,0.0,8000
AA,ORD,MSP,1,1266.6666,2018-12-12 19:30:00,1,19:30:00,1170,2018-12-12 19:00:00,2.8,22.5,0.0,6000
WN,MDW,ABQ,1,2600.0,2018-12-31 20:50:00,7,20:50:00,1250,2018-12-31 20:00:00,3.7,4.4,1.8,5000
9E,CLT,ATL,1,1173.3334,2018-12-02 09:57:00,1,09:57:00,597,2018-12-02 09:00:00,16.4,16.9,0.2,6000
US,JAX,CLT,0,1040.0,2018-12-21 15:35:00,7,15:35:00,935,2018-12-21 15:00:00,14.2,30.6,0.1,6000
OO,SAN,LAX,1,653.3333,2018-12-28 09:30:00,4,09:30:00,570,2018-12-28 09:00:00,8.2,9.7,0.0,10000
OO,YUM,LAX,1,1066.6666,2018-12-13 15:25:00,6,15:25:00,925,2018-12-13 15:00:00,10.4,14.3,0.0,10000
DL,DTW,ATL,1,1760.0,2018-12-22 15:30:00,4,15:30:00,930,2018-12-22 15:00:00,0.3,18.5,0.0,6000
WN,MHT,PHL,0,1266.6666,2018-12-22 07:00:00,3,07:00:00,420,2018-12-22 07:00:00,11.6,15.5,0.2,6000
MQ,XNA,ORD,0,1400.0,2018-12-05 15:40:00,4,15:40:00,940,2018-12-05 15:00:00,-0.7,6.9,0.0,10000
YV,PHX,FLG,0,800.0,2018-12-19 16:20:00,6,16:20:00,980,2018-12-19 16:00:00,7.3,6.1,0.0,10000
FL,SFO,ATL,1,3600.0,2018-12-04 12:50:00,2,12:50:00,770,2018-12-04 12:00:00,9.0,9.0,0.0,6000
MQ,CAE,DFW,0,2400.0,2018-12-14 11:10:00,2,11:10:00,670,2018-12-14 11:00:00,9.9,8.4,5.0,4000
HA,HNL,LAS,1,4600.0,2018-12-02 22:55:00,1,22:55:00,1375,2018-12-02 22:00:00,25.2,18.6,0.0,10000
UA,DEN,ICT,0,1093.3334,2018-12-07 13:30:00,3,13:30:00,810,2018-12-07 13:00:00,-7.2,2.3,0.0,8000
CO,EWR,DEN,1,3533.3333,2018-12-16 07:00:00,7,07:00:00,420,2018-12-16 07:00:00,5.3,26.7,0.6,5000
MQ,DFW,CLE,0,2000.0,2018-12-20 07:45:00,2,07:45:00,465,2018-12-20 07:00:00,10.8,20.8,0.0,8000
UA,DCA,ORD,1,1760.0,2018-12-15 16:41:00,7,16:41:00,1001,2018-12-15 16:00:00,11.3,20.5,5.8,4000
US,PHX,HNL,0,5373.3335,2018-12-30 11:55:00,6,11:55:00,715,2018-12-30 11:00:00,2.5,10.0,0.0,10000
WN,PHX,SFO,1,1733.3334,2018-12-31 19:25:00,6,19:25:00,1165,2018-12-31 19:00:00,10.5,19.0,0.5,5000
AA,SMF,DFW,0,2666.6667,2018-12-12 15:00:00,7,15:00:00,900,2018-12-12 15:00:00,6.6,8.2,0.0,8000
WN,RSW,MDW,0,2400.0,2018-12-17 16:05:00,6,16:05:00,965,2018-12-17 16:00:00,17.6,12.7,0.0,9000
DL,ATL,BOS,1,2000.0,2018-12-28 13:50:00,1,13:50:00,830,2018-12-28 13:00:00,17.2,21.9,2.3,5000
DL,MSP,MIA,1,2906.6667,2018-12-06 11:40:00,2,11:40:00,700,2018-12-06 11:00:00,-12.1,8.0,0.0,6000
US,LGA,DCA,0,893.3333,2018-12-09 13:00:00,4,13:00:00,780,2018-12-09 13:00:00,-2.9,4.3,0.0,6000
CO,SNA,HNL,1,4600.0,2018-12-09 09:00:00,1,09:00:00,540,2018-12-09 09:00:00,11.3,2.2,0.0,6000
WN,SJC,LAS,1,1200.0,2018-12-12 17:15:00,2,17:15:00,1035,2018-12-12 17:00:00,11.8,12.5,0.0,6000
OO,ORD,SLC,0,2840.0,2018-12-22 11:56:00,6,11:56:00,716,2018-12-22 11:00:00,-2.4,5.2,0.0,6000
AA,ORD,PBI,0,2333.3333,2018-12-07 06:45:00,6,06:45:00,405,2018-12-07 06:00:00,-7.7,8.7,0.0,10000
AS,FAI,ANC,1,800.0,2018-12-03 15:45:00,2,15:45:00,945,2018-12-03 15:00:00,-5.1,3.9,0.2,4000
WN,RNO,BOI,0,866.6667,2018-12-07 08:20:00,4,08:20:00,500,2018-12-07 08:00:00,-3.9,4.0,0.0,9000
XE,IAH,ELP,0,1573.3334,2018-12-20 15:00:00,2,15:00:00,900,2018-12-20 15:00:00,12.2,20.4,0.0,10000
WN,BWI,BUF,1,866.6667,2018-12-27 10:40:00,2,10:40:00,640,2018-12-27 10:00:00,-2.4,8.2,0.0,10000
OO,BUR,SFO,0,1053.3334,2018-12-21 20:01:00,5,20:01:00,1201,2018-12-21 20:00:00,19.4,6.4,0.0,6000
EV,TYS,ATL,0,866.6667,2018-12-27 10:21:00,5,10:21:00,621,2018-12-27 10:00:00,1.4,5.1,0.0,6000
XE,OMA,EWR,0,2293.3333,2018-12-25 07:07:00,3,07:07:00,427,2018-12-25 07:00:00,0.9,8.4,0.0,10000
XE,EWR,BWI,0,1013.3333,2018-12-28 08:02:00,2,08:02:00,482,2018-12-28 08:00:00,6.1,16.5,0.4,6000
WN,RNO,LAS,1,1000.0,2018-12-10 11:50:00,3,11:50:00,710,2018-12-10 11:00:00,-0.9,2.3,0.0,8000
WN,MCO,ORF,1,1466.6666,2018-12-29 17:15:00,1,17:15:00,1035,2018-12-29 17:00:00,25.2,6.4,0.0,6000
DL,ATL,JAX,1,933.3333,2018-12-06 20:32:00,6,20:32:00,1232,2018-12-06 20:00:00,7.7,4.7,0.0,6000
OO,SFO,MRY,0,573.3333,2018-12-29 08:15:00,3,08:15:00,495,2018-12-29 08:00:00,10.4,6.3,0.0,6000
B6,RSW,JFK,0,2186.6667,2018-12-05 17:35:00,1,17:35:00,1055,2018-12-05 17:00:00,18.0,19.8,0.0,10000
B6,JFK,LAX,0,4893.3335,2018-12-11 11:05:00,1,11:05:00,665,2018-12-11 11:00:00,-4.1,7.2,0.0,10000
WN,SJC,LAX,1,933.3333,2018-12-21 18:05:00,7,18:05:00,1085,2018-12-21 18:00:00,12.4,1.8,0.0,6000
AA,DFW,SNA,0,2600.0,2018-12-03 11:15:00,5,11:15:00,675,2018-12-03 11:00:00,8.6,16.8,0.0,6000
XE,MEM,EWR,1,2066.6667,2018-12-18 12:55:00,2,12:55:00,775,2018-12-18 12:00:00,2.5,6.1,0.0,6000
WN,LAX,SJC,1,866.6667,2018-12-31 17:10:00,3,17:10:00,1030,2018-12-31 17:00:00,12.0,8.8,0.0,10000
XE,ORD,CAK,0,933.3333,2018-12-28 21:13:00,7,21:13:00,1273,2018-12-28 21:00:00,-0.1,27.7,0.0,6000
FL,SFO,ATL,1,3600.0,2018-12-16 12:50:00,1,12:50:00,770,2018-12-16 12:00:00,13.8,9.9,0.0,6000
OO,DEN,SJC,0,2080.0,2018-12-13 15:14:00,2,15:14:00,914,2018-12-13 15:00:00,-3.1,13.8,0.0,10000
WN,ORF,BWI,1,733.3333,2018-12-09 17:10:00,4,17:10:00,1030,2018-12-09 17:00:00,5.4,27.7,2.0,5000
OO,JAC,DEN,0,1160.0,2018-12-27 07:00:00,1,07:00:00,420,2018-12-27 07:00:00,-12.1,4.2,0.0,6000
CO,SEA,CLE,0,3426.6667,2018-12-22 23:20:00,4,23:20:00,1400,2018-12-22 23:00:00,6.9,8.9,0.0,6000
FL,PIT,ATL,1,1493.3334,2018-12-11 19:37:00,4,19:37:00,1177,2018-12-11 19:00:00,2.6,16.9,0.0,10000
OH,CVG,RDU,1,1226.6666,2018-12-16 19:00:00,2,19:00:00,1140,2018-12-16 19:00:00,10.7,10.1,0.0,10000
WN,SAN,SJC,1,1066.6666,2018-12-01 11:50:00,4,11:50:00,710,2018-12-01 11:00:00,12.9,7.6,0.0,9000
DL,SEA,ATL,0,3800.0,2018-12-13 13:20:00,6,13:20:00,800,2018-12-13 13:00:00,6.4,20.5,1.8,5000
AA,SAN,JFK,0,4200.0,2018-12-25 07:40:00,6,07:40:00,460,2018-12-25 07:00:00,13.3,15.2,0.0,8000
OH,LGA,RDU,0,1560.0,2018-12-26 12:15:00,6,12:15:00,735,2018-12-26 12:00:00,-2.4,7.1,0.0,10000
B6,BOS,FLL,0,2680.0,2018-12-26 19:45:00,5,19:45:00,1185,2018-12-26 19:00:00,2.6,15.7,0.0,10000
AA,MCO,DFW,1,2400.0,2018-12-20 16:35:00,1,16:35:00,995,2018-12-20 16:00:00,21.2,22.8,4.9,4000
WN,ONT,PHX,1,866.6667,2018-12-17 10:00:00,7,10:00:00,600,2018-12-17 10:00:00,9.5,6.7,0.0,6000
WN,LAS,PHX,1,933.3333,2018-12-03 15:25:00,3,15:25:00,925,2018-12-03 15:00:00,2.8,1.5,0.0,10000
WN,GEG,BOI,0,800.0,2018-12-07 07:00:00,6,07:00:00,420,2018-12-07 07:00:00,-7.2,5.9,0.0,10000
OO,DFW,SFO,1,3133.3333,2018-12-27 19:57:00,2,19:57:00,1197,2018-12-27 19:00:00,16.6,32.2,0.0,10000
WN,LAS,OMA,1,2133.3333,2018-12-16 10:50:00,7,10:50:00,650,2018-12-16 10:00:00,6.8,8.7,0.0,10000
UA,JAX,ORD,0,2146.6667,2018-12-17 17:19:00,3,17:19:00,1039,2018-12-17 17:00:00,14.4,7.3,0.0,6000
9E,LGA,TYS,0,1826.6666,2018-12-25 20:30:00,7,20:30:00,1230,2018-12-25 20:00:00,4.5,14.7,0.0,6000
MQ,LAX,SAN,0,600.0,2018-12-24 22:30:00,2,22:30:00,1350,2018-12-24 22:00:00,15.3,14.2,0.0,10000
WN,JAX,BWI,0,1466.6666,2018-12-27 08:10:00,4,08:10:00,490,2018-12-27 08:00:00,18.0,15.6,0.0,6000
CO,MCO,CLE,0,1946.6666,2018-12-13 19:04:00,5,19:04:00,1144,2018-12-13 19:00:00,21.1,15.5,0.0,6000
US,PHL,TPA,1,2240.0,2018-12-06 18:00:00,2,18:00:00,1080,2018-12-06 18:00:00,4.4,19.1,0.0,8000
CO,IAH,MIA,1,1906.6666,2018-12-22 19:05:00,5,19:05:00,1145,2018-12-22 19:00:00,22.1,22.8,0.0,6000
EV,ATL,MLI,1,1560.0,2018-12-17 16:28:00,1,16:28:00,988,2018-12-17 16:00:00,11.1,17.1,0.0,10000
EV,GNV,ATL,0,1240.0,2018-12-31 17:56:00,6,17:56:00,1076,2018-12-31 17:00:00,24.3,17.9,0.0,8000
US,IAH,PHX,0,2293.3333,2018-12-16 06:00:00,2,06:00:00,360,2018-12-16 06:00:00,8.2,9.9,0.0,10000
FL,PHX,ATL,0,2706.6667,2018-12-20 14:05:00,7,14:05:00,845,2018-12-20 14:00:00,6.4,4.0,0.0,10000
UA,DEN,BOS,0,3026.6667,2018-12-01 08:23:00,1,08:23:00,503,2018-12-01 08:00:00,-2.7,3.3,0.0,9000
EV,ATL,ROA,1,1106.6666,2018-12-06 10:45:00,4,10:45:00,645,2018-12-06 10:00:00,-3.2,9.7,0.0,6000
WN,BWI,BUF,1,866.6667,2018-12-22 11:55:00,2,11:55:00,715,2018-12-22 11:00:00,4.6,27.1,0.0,6000
HA,HNL,LAS,0,4600.0,2018-12-10 22:55:00,6,22:55:00,1375,2018-12-10 22:00:00,24.8,32.7,0.1,6000
OO,BUR,SFO,0,1093.3334,2018-12-29 07:02:00,3,07:02:00,422,2018-12-29 07:00:00,5.4,13.9,0.0,10000
XE,PBI,IAH,1,2266.6667,2018-12-12 14:50:00,4,14:50:00,890,2018-12-12 14:00:00,18.9,10.0,0.0,6000
DL,ATL,CHS,0,1053.3334,2018-12-12 19:05:00,6,19:05:00,1145,2018-12-12 19:00:00,10.1,10.2,0.0,6000
B6,JFK,SYR,1,920.0,2018-12-07 07:35:00,5,07:35:00,455,2018-12-07 07:00:00,2.2,20.4,0.0,10000
WN,HOU,MAF,0,1133.3334,2018-12-19 08:50:00,4,08:50:00,530,2018-12-19 08:00:00,12.9,14.0,2.3,5000
AA,ATL,DFW,0,2066.6667,2018-12-26 10:35:00,3,10:35:00,635,2018-12-26 10:00:00,4.0,8.1,0.0,6000
DL,ATL,MIA,1,1600.0,2018-12-18 09:55:00,1,09:55:00,595,2018-12-18 09:00:00,4.9,15.5,0.0,8000
XE,CLE,DCA,1,893.3333,2018-12-18 11:46:00,7,11:46:00,706,2018-12-18 11:00:00,-0.7,13.0,0.0,6000
B6,BOS,LAS,1,4813.3335,2018-12-21 19:36:00,2,19:36:00,1176,2018-12-21 19:00:00,15.6,34.8,0.8,5000
FL,PHF,BOS,0,1186.6666,2018-12-30 06:21:00,3,06:21:00,381,2018-12-30 06:00:00,6.4,10.8,0.0,6000
F9,DEN,MDW,1,1800.0,2018-12-04 11:45:00,5,11:45:00,705,2018-12-04 11:00:00,-5.8,11.5,0.0,9000
WN,ELP,PHX,1,1000.0,2018-12-19 13:25:00,3,13:25:00,805,2018-12-19 13:00:00,3.5,12.0,0.0,10000
FL,TYS,MCO,1,1293.3334,2018-12-18 12:12:00,3,12:12:00,732,2018-12-18 12:00:00,0.2,6.9,0.0,9000
MQ,CLT,LGA,1,1533.3334,2018-12-22 08:50:00,7,08:50:00,530,2018-12-22 08:00:00,5.2,15.1,0.0,10000
B6,IAD,FLL,1,2080.0,2018-12-27 07:49:00,2,07:49:00,469,2018-12-27 07:00:00,-0.7,5.5,0.0,10000
XE,EWR,PVD,0,786.6667,2018-12-09 15:25:00,4,15:25:00,925,2018-12-09 15:00:00,-0.2,0.8,0.0,6000
HA,HNL,LAS,1,4600.0,2018-12-09 15:25:00,5,15:25:00,925,2018-12-09 15:00:00,22.0,21.9,0.0,10000
OO,COS,ORD,0,1946.6666,2018-12-16 06:00:00,7,06:00:00,360,2018-12-16 06:00:00,-3.3,9.5,0.0,10000
AA,SNA,DFW,0,2133.3333,2018-12-28 18:30:00,5,18:30:00,1110,2018-12-28 18:00:00,13.6,18.7,0.0,10000
WN,SAN,SJC,1,1066.6666,2018-12-28 19:45:00,1,19:45:00,1185,2018-12-28 19:00:00,14.2,9.7,0.0,10000
OO,DEN,PSP,0,1786.6666,2018-12-06 15:15:00,5,15:15:00,915,2018-12-06 15:00:00,-5.7,11.9,0.0,6000
WN,BWI,MSY,1,2400.0,2018-12-31 16:10:00,5,16:10:00,970,2018-12-31 16:00:00,6.4,8.6,0.1,6000
OH,DTW,BDL,0,1573.3334,2018-12-26 07:40:00,5,07:40:00,460,2018-12-26 07:00:00,0.4,7.2,0.0,6000
DL,HNL,SEA,1,4573.3335,2018-12-17 22:00:00,6,22:00:00,1320,2018-12-17 22:00:00,25.2,18.1,0.0,6000
XE,RDU,IAD,0,840.0,2018-12-07 17:05:00,4,17:05:00,1025,2018-12-07 17:00:00,8.7,7.8,0.0,6000
WN,DAL,OKC,1,666.6667,2018-12-09 20:50:00,1,20:50:00,1250,2018-12-09 20:00:00,7.5,18.6,0.0,8000
YV,PSP,PHX,0,880.0,2018-12-28 11:49:00,1,11:49:00,709,2018-12-28 11:00:00,5.5,13.5,0.0,10000
9E,ATL,OKC,0,1880.0,2018-12-03 15:54:00,4,15:54:00,954,2018-12-03 15:00:00,12.2,11.7,0.0,6000
AA,DFW,SNA,1,2666.6667,2018-12-09 13:35:00,4,13:35:00,815,2018-12-09 13:00:00,2.6,14.7,0.0,6000
FL,BWI,MCO,0,1880.0,2018-12-20 20:20:00,3,20:20:00,1220,2018-12-20 20:00:00,5.2,14.0,0.4,6000
XE,EWR,RDU,0,1386.6666,2018-12-12 06:25:00,4,06:25:00,385,2018-12-12 06:00:00,-2.0,11.0,0.0,6000
AA,DFW,ONT,0,2600.0,2018-12-18 20:55:00,3,20:55:00,1255,2018-12-18 20:00:00,15.4,10.6,0.0,9000
WN,MDW,LAX,1,3733.3333,2018-12-06 15:55:00,4,15:55:00,955,2018-12-06 15:00:00,-1.1,16.2,0.1,4000
US,CLT,MCO,1,1373.3334,2018-12-18 16:30:00,4,16:30:00,990,2018-12-18 16:00:00,9.4,14.6,0.0,10000
UA,LAX,JFK,0,4266.6665,2018-12-19 22:40:00,5,22:40:00,1360,2018-12-19 22:00:00,17.4,7.2,0.0,8000
DL,ATL,DEN,1,2760.0,2018-12-27 11:00:00,1,11:00:00,660,2018-12-27 11:00:00,6.5,23.3,0.1,6000
US,PHL,CLT,0,1520.0,2018-12-07 08:25:00,7,08:25:00,505,2018-12-07 08:00:00,1.0,13.4,0.0,10000
DL,ATL,PVD,0,1880.0,2018-12-14 20:27:00,4,20:27:00,1227,2018-12-14 20:00:00,11.4,21.2,1.7,5000
XE,MKE,CLE,0,920.0,2018-12-05 18:45:00,5,18:45:00,1125,2018-12-05 18:00:00,-1.1,16.8,0.0,10000
AA,MIA,ORD,0,2733.3333,2018-12-21 15:10:00,5,15:10:00,910,2018-12-21 15:00:00,22.1,30.8,0.0,10000
US,PHX,FLL,0,3333.3333,2018-12-27 16:10:00,5,16:10:00,970,2018-12-27 16:00:00,5.2,6.4,0.0,8000
AS,PDX,LAX,0,1733.3334,2018-12-27 20:50:00,2,20:50:00,1250,2018-12-27 20:00:00,6.4,3.1,0.1,6000
